Date,Singapore GRI,United Kingdom GRI,United States GRI,Singapore CHI,United Kingdom CHI,United States CHI,Singapore ESI,United Kingdom ESI,United States ESI,Singapore SI,United Kingdom SI,United States SI
1/1/2020,3.12,0,0,3.57,0,0,0,0,0,5.56,0,0
2/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
3/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
4/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
5/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
6/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
7/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
8/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
9/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
10/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
11/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
12/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
13/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
14/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
15/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
16/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
17/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
18/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
19/1/2020,13.02,0,0,14.88,0,0,0,0,0,19.44,0,0
20/1/2020,19.27,5.21,0,22.02,5.95,0,0,0,0,19.44,5.56,0
21/1/2020,19.27,5.21,3.12,22.02,5.95,3.57,0,0,0,19.44,5.56,0
22/1/2020,19.27,5.21,3.12,22.02,5.95,3.57,0,0,0,19.44,5.56,0
23/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
24/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
25/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
26/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
27/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
28/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
29/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
30/1/2020,24.48,5.21,3.12,27.98,5.95,3.57,0,0,0,25,5.56,0
31/1/2020,24.48,13.02,3.12,27.98,14.88,3.57,0,0,0,25,8.33,0
1/2/2020,24.48,13.02,3.12,27.98,14.88,3.57,0,0,0,25,8.33,0
2/2/2020,24.48,14.58,6.25,27.98,16.67,7.14,0,0,0,25,11.11,5.56
3/2/2020,24.48,14.58,6.25,27.98,16.67,7.14,0,0,0,25,11.11,5.56
4/2/2020,28.65,14.58,6.25,32.74,16.67,7.14,0,0,0,25,11.11,5.56
5/2/2020,28.65,14.58,6.25,32.74,16.67,7.14,0,0,0,25,11.11,5.56
6/2/2020,28.65,14.58,8.33,32.74,16.67,9.52,0,0,0,25,11.11,5.56
7/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
8/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
9/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
10/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
11/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
12/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
13/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
14/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
15/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
16/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
17/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
18/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
19/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
20/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
21/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
22/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
23/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
24/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
25/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
26/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
27/2/2020,31.77,14.58,8.33,36.31,16.67,9.52,0,0,0,30.56,11.11,5.56
28/2/2020,31.77,14.58,10.42,36.31,16.67,11.9,0,0,0,30.56,11.11,5.56
29/2/2020,31.77,14.58,10.42,36.31,16.67,11.9,0,0,0,30.56,11.11,5.56
1/3/2020,31.77,14.58,11.98,36.31,16.67,13.69,0,0,0,30.56,11.11,8.33
2/3/2020,31.77,14.58,13.54,36.31,16.67,15.48,0,0,0,30.56,11.11,11.11
3/3/2020,31.77,14.58,13.54,36.31,16.67,15.48,0,0,0,30.56,11.11,11.11
4/3/2020,31.77,14.58,15.62,36.31,16.67,17.86,0,0,0,30.56,11.11,11.11
5/3/2020,31.77,14.58,20.83,36.31,16.67,23.81,0,0,0,30.56,11.11,20.37
6/3/2020,31.77,14.58,20.83,36.31,16.67,23.81,0,0,0,30.56,11.11,20.37
7/3/2020,31.77,14.58,20.83,36.31,16.67,23.81,0,0,0,30.56,11.11,20.37
8/3/2020,31.77,14.58,20.83,36.31,16.67,23.81,0,0,0,30.56,11.11,20.37
9/3/2020,31.77,14.58,20.83,36.31,16.67,23.81,0,0,0,30.56,11.11,20.37
10/3/2020,31.77,14.58,21.61,36.31,16.67,24.7,0,0,0,30.56,11.11,20.37
11/3/2020,31.77,14.58,22.4,36.31,16.67,25.6,0,0,0,30.56,11.11,21.76
12/3/2020,31.77,8.33,27.08,36.31,9.52,30.95,0,0,0,30.56,11.11,30.09
13/3/2020,34.9,9.38,29.17,39.88,10.71,33.33,0,0,0,36.11,12.96,30.09
14/3/2020,34.9,9.38,34.38,39.88,10.71,39.29,0,0,0,36.11,12.96,35.65
15/3/2020,34.9,9.38,37.5,39.88,10.71,42.86,0,0,0,36.11,12.96,41.2
16/3/2020,34.9,11.46,43.75,39.88,13.1,50,0,0,0,36.11,16.67,52.31
17/3/2020,34.9,17.71,45.31,39.88,16.67,51.79,0,25,0,36.11,22.22,55.09
18/3/2020,34.9,22.92,45.31,39.88,22.62,51.79,0,25,0,36.11,31.48,55.09
19/3/2020,34.9,26.04,52.08,39.88,22.62,59.52,0,50,0,36.11,31.48,67.13
20/3/2020,34.9,33.85,52.08,39.88,26.19,59.52,0,87.5,0,36.11,37.04,67.13
21/3/2020,34.9,39.58,55.21,39.88,32.74,63.1,0,87.5,0,36.11,47.22,72.69
22/3/2020,34.9,47.92,55.21,39.88,42.26,63.1,0,87.5,0,36.11,62.04,72.69
23/3/2020,34.9,63.28,55.21,39.88,59.82,63.1,0,87.5,0,36.11,78.24,72.69
24/3/2020,34.9,64.06,55.21,39.88,60.71,63.1,0,87.5,0,36.11,79.63,72.69
25/3/2020,34.9,64.06,55.21,39.88,60.71,63.1,0,87.5,0,36.11,79.63,72.69
26/3/2020,34.9,65.62,55.21,39.88,60.71,63.1,0,100,0,36.11,79.63,72.69
27/3/2020,34.9,65.62,63.02,39.88,60.71,63.1,0,100,62.5,36.11,79.63,72.69
28/3/2020,34.9,65.62,63.02,39.88,60.71,63.1,0,100,62.5,36.11,79.63,72.69
29/3/2020,34.9,65.62,63.02,39.88,60.71,63.1,0,100,62.5,36.11,79.63,72.69
30/3/2020,34.9,65.62,63.02,39.88,60.71,63.1,0,100,62.5,36.11,79.63,72.69
31/3/2020,34.9,65.62,63.02,39.88,60.71,63.1,0,100,62.5,36.11,79.63,72.69
1/4/2020,38.02,65.62,63.02,39.88,60.71,63.1,25,100,62.5,36.11,79.63,72.69
2/4/2020,40.1,65.62,63.02,42.26,60.71,63.1,25,100,62.5,36.11,79.63,72.69
3/4/2020,46.88,65.62,63.02,50,60.71,63.1,25,100,62.5,45.37,79.63,72.69
4/4/2020,46.88,65.62,64.58,50,60.71,64.88,25,100,62.5,45.37,79.63,72.69
5/4/2020,46.88,65.62,64.58,50,60.71,64.88,25,100,62.5,45.37,79.63,72.69
6/4/2020,46.88,65.62,66.15,50,60.71,66.67,25,100,62.5,45.37,79.63,72.69
7/4/2020,53.13,65.62,66.15,57.14,60.71,66.67,25,100,62.5,56.48,79.63,72.69
8/4/2020,64.58,65.62,66.15,70.24,60.71,66.67,25,100,62.5,76.85,79.63,72.69
9/4/2020,64.58,65.62,66.15,70.24,60.71,66.67,25,100,62.5,76.85,79.63,72.69
10/4/2020,64.58,65.62,66.15,70.24,60.71,66.67,25,100,62.5,76.85,79.63,72.69
11/4/2020,64.58,65.62,66.15,70.24,60.71,66.67,25,100,62.5,76.85,79.63,72.69
12/4/2020,64.58,65.62,66.15,70.24,60.71,66.67,25,100,62.5,76.85,79.63,72.69
13/4/2020,64.58,65.62,66.15,70.24,60.71,66.67,25,100,62.5,76.85,79.63,72.69
14/4/2020,69.27,65.62,66.15,75.6,60.71,66.67,25,100,62.5,76.85,79.63,72.69
15/4/2020,69.27,65.62,66.15,75.6,60.71,66.67,25,100,62.5,76.85,79.63,72.69
16/4/2020,69.27,65.62,66.15,75.6,60.71,66.67,25,100,62.5,76.85,79.63,72.69
17/4/2020,69.27,65.62,66.15,75.6,60.71,66.67,25,100,62.5,76.85,79.63,72.69
18/4/2020,69.27,65.62,66.15,75.6,60.71,66.67,25,100,62.5,76.85,79.63,72.69
19/4/2020,69.27,65.62,66.15,75.6,60.71,66.67,25,100,62.5,76.85,79.63,72.69
20/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
21/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
22/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
23/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
24/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
25/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
26/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
27/4/2020,75.52,65.62,66.15,75.6,60.71,66.67,75,100,62.5,76.85,79.63,72.69
28/4/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
29/4/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
30/4/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
1/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
2/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
3/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
4/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
5/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
6/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
7/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
8/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
9/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
10/5/2020,75.52,66.41,66.15,75.6,61.61,66.67,75,100,62.5,76.85,79.63,72.69
11/5/2020,75.52,65.36,66.15,75.6,60.42,66.67,75,100,62.5,76.85,77.78,72.69
12/5/2020,73.44,65.36,66.15,73.21,60.42,66.67,75,100,62.5,73.15,77.78,72.69
13/5/2020,73.44,61.72,66.15,73.21,56.25,66.67,75,100,62.5,73.15,71.3,72.69
